iter	Logloss
494	0.3570817177
495	0.3568788023
496	0.3566009394
497	0.356453867
498	0.3560452176
499	0.3558810417
500	0.3556222905
501	0.35529979
502	0.3550167234
503	0.3549478806
504	0.3548008298
505	0.3545686849
506	0.3543240043
507	0.3540078794
508	0.3538966976
509	0.3537452454
510	0.3535815551
511	0.3533043242
512	0.3531112321
513	0.3527909567
514	0.3526300476
515	0.3523895229
516	0.3522411838
517	0.3521100963
518	0.3518838328
519	0.3517578104
520	0.3514175271
521	0.3512527047
522	0.3510571882
523	0.3508829529
524	0.3507504177
525	0.3503841104
526	0.3501910622
527	0.3499137637
528	0.3496926878
529	0.3494528238
530	0.3491407831
531	0.3490099359
532	0.3488820277
533	0.3485858941
534	0.3484523519
535	0.3480355273
536	0.3478348561
537	0.3478290299
538	0.3475299741
539	0.3472066775
540	0.3468598081
541	0.3466183165
542	0.3464926574
543	0.3462663399
544	0.3459871957
545	0.3458714254
546	0.3456618626
547	0.3454425927
548	0.3450249357
549	0.3450027998
550	0.344843411
551	0.3445761802
552	0.3444386844
553	0.3441333715
554	0.3438963195
555	0.3435048548
556	0.3433805364
557	0.3431374342
558	0.3429907682
559	0.3426567841
560	0.3424886723
561	0.3423380783
562	0.3420005981
563	0.3419172431
564	0.3416721882
565	0.3413780202
566	0.3412634925
567	0.3411078069
568	0.3407881737
569	0.3406459935
570	0.3405517705
571	0.3403243707
572	0.3401090946
573	0.3399824949
574	0.3398030364
575	0.3394670218
576	0.3393735885
577	0.3391740037
578	0.3390858727
579	0.3389800406
580	0.3388574083
581	0.3387202977
582	0.3385746426
583	0.3385666933
584	0.3383577312
585	0.3382182885
586	0.3380250826
587	0.3379162736
588	0.3377339041
589	0.3375667317
590	0.3374725333
591	0.3373305628
592	0.3371825283
593	0.3370320481
594	0.3367931625
595	0.3366479762
596	0.3364446846
597	0.3361648883
598	0.3359366609
599	0.3357122807
600	0.3354368803
601	0.335241352
602	0.3351220955
603	0.3350000307
604	0.3347430139
605	0.3344081869
606	0.3343127377
607	0.3341337317
608	0.3340225241
609	0.3338230896
610	0.3336847581
611	0.3335124368
612	0.3335016889
613	0.3334131365
614	0.3332941848
615	0.3330398198
616	0.3329602256
617	0.3329199135
618	0.3327050744
619	0.3325471811
620	0.332285544
621	0.3321560384
622	0.3319462657
623	0.3318113401
624	0.3317586472
625	0.3316058755
626	0.3313439698
627	0.3311250715
628	0.3311118429
629	0.3309828714
630	0.3307830006
631	0.3306004444
632	0.3305868286
633	0.3304436286
634	0.3302445117
635	0.3300100816
636	0.3297960613
637	0.3296197879
638	0.3293939734
639	0.3293463917
640	0.3291507967
641	0.3289959824
642	0.3288873552
643	0.3285529945
644	0.3283321676
645	0.3279912518
646	0.3279160336
647	0.3277264931
648	0.3276190706
649	0.327503386
650	0.3273021935
651	0.3270682214
652	0.3267558046
653	0.3266034996
654	0.326507884
655	0.3262453209
656	0.3260897715
657	0.3258354079
658	0.3255255498
659	0.3254122424
660	0.3252664873
661	0.3251874949
662	0.3249785742
663	0.3248296677
664	0.3246840015
665	0.3245262854
666	0.3242212989
667	0.3239968989
668	0.3238477355
669	0.3235056559
670	0.3232512956
671	0.3230065471
672	0.322858618
673	0.3226458171
674	0.3225373279
675	0.3224257524
676	0.3221269031
677	0.3219502784
678	0.3217301395
679	0.3214715829
680	0.3213388986
681	0.3210474911
682	0.320938741
683	0.3206097522
684	0.3204555244
685	0.3203652922
686	0.3201861371
687	0.3199847901
688	0.3198172657
689	0.319635131
690	0.3195417037
691	0.3194275542
692	0.3193011841
693	0.3191323813
694	0.3188125921
695	0.3186607902
696	0.3185089617
697	0.3182747308
698	0.3180348582
699	0.3178884587
700	0.3177165187
701	0.3174004454
702	0.3173051563
703	0.3170602017
704	0.3169108609
705	0.3167759096
706	0.3166004269
707	0.3164605008
708	0.3162492582
709	0.3159696872
710	0.3157957584
711	0.3157042339
712	0.3155386309
713	0.315367994
714	0.3150792218
715	0.3149314078
716	0.3147898791
717	0.3146531377
718	0.3145792516
719	0.3142693183
720	0.3141136577
721	0.3138070681
722	0.3136940804
723	0.3135236074
724	0.3133749905
725	0.3131469194
726	0.3130284336
727	0.3129406178
728	0.3128263972
729	0.312617422
730	0.3122642996
731	0.3121115208
732	0.3119836851
733	0.3117958972
734	0.3117371283
735	0.3114520287
736	0.3112362042
737	0.3110266401
738	0.3107502248
739	0.3104904932
740	0.3103297561
741	0.3100315838
742	0.3097345542
743	0.3094740872
744	0.3093902001
745	0.3091477819
746	0.3090778192
747	0.3088463862
748	0.3087723477
749	0.3086305733
750	0.3085434139
751	0.3084288525
752	0.3083074924
753	0.3082007833
754	0.3080111397
755	0.3079019998
756	0.3078406539
757	0.3077185379
758	0.3075125572
759	0.3072311988
760	0.3071595338
761	0.3069589278
762	0.3067696487
763	0.3066430159
764	0.3065108438
765	0.3062996702
766	0.3060853522
767	0.3059312638
768	0.30569525
769	0.305578944
770	0.3053556984
771	0.3052026868
772	0.3049753035
773	0.3047926716
774	0.3045877646
775	0.3044407098
776	0.3043246732
777	0.3040926681
778	0.3039801373
779	0.3038661231
780	0.3037487822
781	0.303473789
782	0.3033004688
783	0.3030210437
784	0.3026902985
785	0.3025280452
786	0.302396448
787	0.302288756
788	0.3021955764
789	0.3021089861
790	0.3019953274
791	0.301834152
792	0.3015933626
793	0.3013755506
794	0.3011102702
795	0.3008949607
796	0.3007269315
797	0.3005169846
798	0.3004249195
799	0.3002268266
800	0.3000508415
801	0.2999242797
802	0.2997274108
803	0.29959669
804	0.2994886421
805	0.2993433919
806	0.2990477138
807	0.2987485917
808	0.2985665139
809	0.2984516067
810	0.2983266746
811	0.2980625168
812	0.2978346135
813	0.2976676601
814	0.2975642628
815	0.2973366002
816	0.2970639338
817	0.2969919272
818	0.2968700592
819	0.2966869505
820	0.2964318494
821	0.2962049897
822	0.2960660165
823	0.2958208993
824	0.2955315758
825	0.2954555642
826	0.2952439061
827	0.2951241599
828	0.2949695221
829	0.2947149365
830	0.2943276356
831	0.2941542797
832	0.2939576231
833	0.2938144515
834	0.2937156097
835	0.2934675164
836	0.293311221
837	0.2931402791
838	0.2928294646
839	0.2927348177
840	0.2925597194
841	0.2924853722
842	0.2923587527
843	0.2922048128
844	0.2921061865
845	0.2918133741
846	0.2916595017
847	0.291492949
848	0.291255163
849	0.2911253361
850	0.290982845
851	0.2907495333
852	0.2905900422
853	0.2903366338
854	0.2902155842
855	0.2900975687
856	0.289852655
857	0.2896923643
858	0.2894686182
859	0.2892939543
860	0.2892057906
861	0.2890484212
862	0.2889102434
863	0.2888076591
864	0.2886042544
865	0.2884488372
866	0.2883374783
867	0.288182657
868	0.2880295687
869	0.2878563947
870	0.2876877411
871	0.2875100131
872	0.2872967292
873	0.2870546176
874	0.2868059131
875	0.2866029475
876	0.2864503797
877	0.2862916958
878	0.2861782386
879	0.2860471121
880	0.2858923209
881	0.2856705293
882	0.2854868559
883	0.2852941036
884	0.2851041519
885	0.2848449519
886	0.2846840527
887	0.284585001
888	0.2843229188
889	0.2842195098
890	0.2840542551
891	0.2839176614
892	0.2837915921
893	0.2836946734
894	0.2834790843
895	0.2833495983
896	0.2831899526
897	0.2830343854
898	0.2828768287
899	0.2827404259
900	0.2826426376
901	0.2824334338
902	0.2822352949
903	0.2820570354
904	0.2819175526
905	0.2816931583
906	0.2815725587
907	0.2813325841
908	0.2812295254
909	0.2810517452
910	0.2809099637
911	0.2807063898
912	0.2805943138
913	0.2805039892
914	0.2803570305
915	0.2800646201
916	0.2798157665
917	0.2796259484
918	0.2795033469
919	0.2793905474
920	0.2792693991
921	0.2790937385
922	0.2789498399
923	0.2788044972
924	0.2786687417
925	0.2785202098
926	0.2783765633
927	0.2782486162
928	0.2781077388
929	0.2779484001
930	0.2778471042
931	0.2777598375
932	0.2776713486
933	0.2774099057
934	0.2772868894
935	0.2771987966
936	0.2770251856
937	0.2768635987
938	0.2767669663
939	0.276669329
940	0.2765426405
941	0.2764180616
942	0.2761660427
943	0.2759827097
944	0.2758714184
945	0.2757111608
946	0.2755134875
947	0.2753244776
948	0.2751550003
949	0.2750002354
950	0.2748589843
951	0.2746208445
952	0.274578071
953	0.2743803758
954	0.2743032644
955	0.2742393346
956	0.27405819
957	0.2738640926
958	0.2737941353
959	0.2735844373
960	0.2734055515
961	0.2732656893
962	0.2730984958
963	0.2729592966
964	0.2728615409
965	0.2726795851
966	0.2724829275
967	0.2724005899
968	0.2722547221
969	0.272143715
970	0.2720023634
971	0.2718705048
972	0.2716975674
973	0.2715306988
974	0.2713139056
975	0.2712004407
976	0.2710875422
977	0.2709397794
978	0.2707658231
979	0.2705564176
980	0.2704482731
981	0.27024376
982	0.27013295
983	0.2699914518
984	0.2698482892
985	0.2697817691
986	0.2696463824
987	0.2695921803
988	0.2694494822
989	0.269304506
990	0.2691063927
991	0.2688932603
992	0.2688300503
993	0.2686809636
994	0.2684929762
995	0.2683750342
996	0.2681637967
997	0.2680116452
998	0.2678910096
999	0.2677655664
